symbol_id;time_exchange;time_coinapi;uuid;price;size;taker_side
BITSTAMP_SPOT_BTC_USD;2017-03-01T00:00:17.0000000Z;2017-03-01T00:00:17.3176490Z;fa64073e-ed14-4119-a85c-471039655d6e;1191.160000000;0.040449740;SELL
BITSTAMP_SPOT_BTC_USD;2017-03-01T00:00:17.0000000Z;2017-03-01T00:00:17.4114051Z;59619a0b-61d0-499c-98cd-fa3b1322e86a;1189.640000000;0.110000000;SELL
BITSTAMP_SPOT_BTC_USD;2017-03-01T00:00:17.0000000Z;2017-03-01T00:00:17.5237491Z;380e8a30-79fe-4b8e-951a-6afb2824d983;1189.180000000;0.019290260;SELL
BITSTAMP_SPOT_BTC_USD;2017-03-01T00:00:21.0000000Z;2017-03-01T00:00:21.3049978Z;e5239b84-68cb-4286-80fc-20f1943dca4d;1189.360000000;1.000000000;BUY
BITSTAMP_SPOT_BTC_USD;2017-03-01T00:00:21.0000000Z;2017-03-01T00:00:21.5520241Z;348f4654-1f03-42e7-8da1-5fb7d92fbe46;1189.480000000;0.646000000;SELL
BITSTAMP_SPOT_BTC_USD;2017-03-01T00:00:24.0000000Z;2017-03-01T00:00:24.5363944Z;86d88eb4-cfa9-41d1-afcb-9ca82ab782b4;1191.200000000;0.252000000;BUY
BITSTAMP_SPOT_BTC_USD;2017-03-01T00:00:24.0000000Z;2017-03-01T00:00:24.7551507Z;1743da27-e25f-4789-a678-c9c184b2985f;1191.210000000;0.084000000;BUY
BITSTAMP_SPOT_BTC_USD;2017-03-01T00:00:24.0000000Z;2017-03-01T00:00:24.8488932Z;da769715-1f4f-40b6-af1d-abb2e00d59ed;1191.210000000;0.084000000;BUY
BITSTAMP_SPOT_BTC_USD;2017-03-01T00:00:24.0000000Z;2017-03-01T00:00:24.9270267Z;915cda93-22e5-4b63-8e53-9dbd17a3a804;1191.210000000;0.085000000;BUY
BITSTAMP_SPOT_BTC_USD;2017-03-01T00:00:24.0000000Z;2017-03-01T00:00:24.7112565Z;e9cc8859-1673-41fe-a2b3-d210f43a37a2;1191.210000000;0.086000000;BUY
BITSTAMP_SPOT_BTC_USD;2017-03-01T00:00:25.0000000Z;2017-03-01T00:00:25.5832788Z;ecea5cc8-9ea1-4d89-a163-83923b8ce795;1191.210000000;0.083618300;SELL
BITSTAMP_SPOT_BTC_USD;2017-03-01T00:00:26.0000000Z;2017-03-01T00:00:26.5706316Z;b4636e92-6576-42e5-87c4-112a8806cffa;1189.640000000;0.010207310;SELL
BITSTAMP_SPOT_BTC_USD;2017-03-01T00:00:37.0000000Z;2017-03-01T00:00:37.9143901Z;2c71c03b-e05a-4de2-8244-db4fe5c54d31;1189.200000000;0.620000000;SELL
BITSTAMP_SPOT_BTC_USD;2017-03-01T00:00:45.0000000Z;2017-03-01T00:00:45.7268865Z;88412e64-bd5c-40d1-bc9f-c73823993791;1191.200000000;0.131130010;BUY
BITSTAMP_SPOT_BTC_USD;2017-03-01T00:01:22.0000000Z;2017-03-01T00:01:22.8987926Z;b36f07be-0196-423b-93b2-f57259d17673;1189.700000000;1.428000000;BUY
BITSTAMP_SPOT_BTC_USD;2017-03-01T00:01:33.0000000Z;2017-03-01T00:01:33.5081738Z;b12f97ff-06ec-4364-9bf8-25daf801da90;1189.960000000;0.034126650;BUY
BITSTAMP_SPOT_BTC_USD;2017-03-01T00:01:43.0000000Z;2017-03-01T00:01:43.9925548Z;f0f83bc8-78f8-4250-8945-b5bd68cd4183;1189.970000000;0.056910000;SELL
BITSTAMP_SPOT_BTC_USD;2017-03-01T00:02:13.0000000Z;2017-03-01T00:02:14.1488135Z;0627b64c-f6b1-4f73-b1c0-d62e92f42aa9;1190.700000000;0.064000000;BUY
BITSTAMP_SPOT_BTC_USD;2017-03-01T00:02:16.0000000Z;2017-03-01T00:02:16.5394334Z;5201612b-3063-410c-b277-dcb3dd55f843;1190.000000000;0.050000000;SELL
BITSTAMP_SPOT_BTC_USD;2017-03-01T00:02:17.0000000Z;2017-03-01T00:02:17.6956920Z;ba9ee7fa-c631-447e-959f-2a889bd1b57b;1190.700000000;0.921000000;BUY
BITSTAMP_SPOT_BTC_USD;2017-03-01T00:02:17.0000000Z;2017-03-01T00:02:17.7738310Z;06cef616-b033-4646-912a-c0c7bced69bb;1191.200000000;1.335000000;BUY
BITSTAMP_SPOT_BTC_USD;2017-03-01T00:02:17.0000000Z;2017-03-01T00:02:17.8363104Z;cf07fb56-2ffd-4af1-be3c-0bafeba533f8;1191.210000000;4.900000000;BUY
BITSTAMP_SPOT_BTC_USD;2017-03-01T00:04:11.0000000Z;2017-03-01T00:04:12.0551249Z;d3d15cf9-42d8-43ee-b26c-f2bb88eb70cd;1191.190000000;0.027020000;SELL
BITSTAMP_SPOT_BTC_USD;2017-03-01T00:04:16.0000000Z;2017-03-01T00:04:16.9769945Z;e9df6499-6e10-47be-b074-ca5cd0e7ee08;1191.190000000;0.000930610;SELL
BITSTAMP_SPOT_BTC_USD;2017-03-01T00:04:16.0000000Z;2017-03-01T00:04:17.0551332Z;01651867-9e5f-4eea-879e-4addea53e861;1189.960000000;0.054169390;SELL
BITSTAMP_SPOT_BTC_USD;2017-03-01T00:04:53.0000000Z;2017-03-01T00:04:53.5238981Z;a6db8ea7-aaf8-476d-9cb6-60fca53078c0;1190.820000000;0.186954900;BUY
BITSTAMP_SPOT_BTC_USD;2017-03-01T00:04:54.0000000Z;2017-03-01T00:04:54.4613885Z;90253527-6f27-42ce-b403-00b408ad00e9;1189.960000000;0.111558710;SELL
BITSTAMP_SPOT_BTC_USD;2017-03-01T00:04:54.0000000Z;2017-03-01T00:04:54.5621585Z;bfdcf8bb-ddf4-429f-ab19-441b9865c8c6;1189.960000000;0.923768250;SELL
BITSTAMP_SPOT_BTC_USD;2017-03-01T00:05:17.0000000Z;2017-03-01T00:05:18.1402959Z;5f3406f4-877b-458e-92e1-6d4c79072b18;1190.800000000;0.351915090;BUY
